citation_id,source_label,application_type,application_decision,decision_basis,matched_regex_or_rule,matched_text,evidence_excerpt,reference_acceptance,reference_acceptance_matched_rule,reference_acceptance_matched_text
[14],Netherlands - Hoeksche Waard / BAR area - RAD / waste-company guidance,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",bioplastic/composteerbaar plastic,"osteerbare zakjes Overig Plastic/plastic zakken Zakken van textiel Bewaarbakjes Geen enkel soort metaal Glas Grote stukken papier of karton Bioplastic/composteerbaar plastic Textiel Koffiecups, ook composteerbare Kurk Luiers en incontinentiemateriaal Puin Tabak, sigaretten, as Stofzuigerzakken en inhoud Bakjes,",Rejected,"(niet\s+in\s+(de\s+)?gft|mag\s+niet\s+(in|bij)|niet\s+bij\s+(het\s+)?gft|gooi\s+nooit|hoort\s+niet\s+in|niet\s+toegestaan).{0,200}(bioplastic|composteerbaar\w*|biologisch\s+afbreekbaar\w*|verpakking\w*|plastic|wegwerpbestek|borden|bekers|zakjes?)","niet bij gft keukenafval frituurvet en olie kaaskorsten kauwgom koffiecups, ook composteerbare verpakkingen"
[15],Netherlands - Limburg South - RD4 / waste-company guidance,Food-waste liners / collection bags,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(sac[s]?\s+(compostable|biod[ée]gradable)|sacco\s+compostabile|sacchetti\s+compostabil\w*|bolsa\s+compostable|bolsas\s+compostables|sacos?\s+compost[áa]veis|kompostierbare?\w*\s+(beutel|t[üu]ten|biobeutel)|composteerbare?\w*\s+(zak|zakken|zakjes)|biozak\w*|bioposer|matavfallsp[åa]sar|bioavfallsp[åa]sar|bioj[äa]tepussi|vre[čc]ke|worki|s[áa][čc]ky)\b,biozak,Netherlands - Limburg South - RD4 / waste-company guidance | Direct naar de inhoud | https://rd4.nl/biozak Direct naar de inhoud Inwoners Bedrijven Medewerkers Ik woon in: kies een gemeente Beekdaelen Brunssum Eijsden-Margraten Gulpen-Wittem Heer,Rejected,"(niet\s+in\s+(de\s+)?gft|mag\s+niet\s+(in|bij)|niet\s+bij\s+(het\s+)?gft|gooi\s+nooit|hoort\s+niet\s+in|niet\s+toegestaan).{0,200}(bioplastic|composteerbaar\w*|biologisch\s+afbreekbaar\w*|verpakking\w*|plastic|wegwerpbestek|borden|bekers|zakjes?)",niet toegestaan. het maakt daarbij niet uit of het wel goed op de verpakking van de zakjes
[16],Netherlands - Rotterdam - Gemeente Rotterdam / municipal sorting rule,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(cup|plate|bowl|tray|container|cutlery|fork|spoon|knife|straw|lid|stoviglie|posate|bicchieri|piatti|contenitori|kahvimuki|kertak[äa]ytt[öo]astia|vaisselle|gobelets?|assiettes?|couverts?|vasos?|platos?|cubiertos?)\w*\b.{0,140}\b(compostable|biodegradable|compostabil|biodegradabil|organic|umido|compost|biohajoava|kompostoituva)",container? schone en bruikbare compost,"uizendknoop, mogen niet bij het gfe+t. Wilt u weten in welke bak uw afval hoort? Dan kunt u dat opzoeken in de Afvalscheidingswijzer . Link opent een externe pagina in een nieuw browsertabblad. . Wat mag niet in de gfe+t-container? Schone en bruikbare compost maken van gfe+t is alleen mogelijk als bij het dit afval g",Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)","eierschalen • graten • botjes • doppen van pinda's en noten • schelpen (mossel, oester) • kaas (zonder plast"
[16],Netherlands - Rotterdam - Gemeente Rotterdam / municipal sorting rule,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,koffiefilters,"graten • botjes • doppen van pinda’s en noten • schelpen (mossel, oester) • kaas (zonder plastic korsten) • brood • rijst • deeg • pasta • koffiedik • koffiefilters • koffiepads • theebladeren/losse thee • theezakjes • etensresten (gekookt of ongekoo",Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)","eierschalen • graten • botjes • doppen van pinda's en noten • schelpen (mossel, oester) • kaas (zonder plast"
[17],Netherlands - Twente Region - Twente Milieu / waste-company guidance,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,theezakjes,"inafval (GFT) | Korte lijst Wel Groente- en fruitresten en schillen Etensresten (ook botjes en graten) Brood, deeg, rijst, pasta Losse thee, theezakjes, koffiefilters, koffiepads Strooisel (hooi, stro, zaagsel) van kleine knaagdieren, met hun poep Bloemen en planten Fijn tuinafval Niet",Rejected,niet\s+verpakkingen\s+en\s+wegwerpproducten\s+van\s+wat\s+voor\s+materiaal\s+dan\s+ook,niet verpakkingen en wegwerpproducten van wat voor materiaal dan ook
[17],Netherlands - Twente Region - Twente Milieu / waste-company guidance,Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(napkin|paper\s*towel|pizza\s*box|paper\s*bag|cardboard|kitchen\s*towel|keukenpapier|talouspaperi|lautasliinat|k[üu]chenpapier|paper\s+napkin|carton|serviette)s?\b.{0,140}\b(compost|organic|food waste|biowaste|biotonne|gft|bioj[äa]te|brown\s+bin)\b","keukenpapier, servetten, wc-papier, papieren zakdoekjes niet plastic zakken lege inzamelzakken zakken van textiel bewaarbakjes --- page 3 --- wel/niet gft","tafval Hulpmiddelen bij afvalscheiden Wel Speciale composteerbare gft-inzamelzakken Papier gebruikt om organisch afval (saus, vet, etensresten) op te vegen: keukenpapier, servetten, wc-papier, papieren zakdoekjes Niet Plastic zakken Lege inzamelzakken Zakken van textiel Bewaarbakjes --- Page 3 --- Wel/niet gft-afval | Wel/niet lijst voor gft-afval (GFT, GFT-E, GFE) | Januari 2023 Overig Niet Metalen zoals ijzer, blik, alumin",Rejected,niet\s+verpakkingen\s+en\s+wegwerpproducten\s+van\s+wat\s+voor\s+materiaal\s+dan\s+ook,niet verpakkingen en wegwerpproducten van wat voor materiaal dan ook
[17],Netherlands - Twente Region - Twente Milieu / waste-company guidance,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",bioplastic of composteerbaar plastic (wegwerp)producten en verpakkingen van natuurlijke materialen,"nuari 2023 Overig Niet Metalen zoals ijzer, blik, aluminium Glas Grote stukken of hoeveelheden papier, karton Producten en verpakkingen van plastic, ook niet van bioplastic of composteerbaar plastic (Wegwerp)producten en verpakkingen van natuurlijke materialen, zoals plantenpotten, bakjes, borden, bestek en rietjes van bamboe, kokos, palmblad, mais, (suiker)riet of stro Text",Rejected,niet\s+verpakkingen\s+en\s+wegwerpproducten\s+van\s+wat\s+voor\s+materiaal\s+dan\s+ook,niet verpakkingen en wegwerpproducten van wat voor materiaal dan ook
[18],Belgium - Flanders - OVAM / regional government guidance,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",bioplastics | https://ovam.vlaanderen.be/bioplastics bioplastics hoewel de hoofdmoot van alle kunststoffen,Belgium - Flanders - OVAM / regional government guidance | Bioplastics | https://ovam.vlaanderen.be/bioplastics Bioplastics Hoewel de hoofdmoot van alle kunststoffen gefabriceerd wordt uit fossiele grondstoffen en het gebruik van recyclaat steeds belangrijker wordt bij de fabricage van nieuwe kunststofpr,Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)","eite is bioplastic geen type plastic, maar een verzamelnaam voor plastics die onderling sterk verschillen. de 'bio' in bioplast"
[19],Belgium - Brussels-Capital Region - Bruxelles-Proprete / municipal sorting rule,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(food[- ]?service|serviceware|take[- ]?away|takeout|to[- ]?go|catering|event|festival|venue|closed[- ]?loop)\b,takeaway,"racing paper Cardboard with an inner plastic layer Adhesive masking tape / sticky tape Folders / binders made of plastic or including metal Takeaway cardboard coffee cups; Honeycomb paper Paper towels Paper tablecloths, tissues and napkins Diapers / Nappies Paper polluted by: oil, paint,",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)",prohibited. branches with a maximum diameter 8 cm and a maximum length of 1.5 m can be presented for collection in the bundles tied together with a biodegradable
[19],Belgium - Brussels-Capital Region - Bruxelles-Proprete / municipal sorting rule,Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(food[- ]?soiled|soiled|greasy)\s+(paper|cardboard|fibre|fiber|napkin|paper\s*towel|pizza\s*box|paper\s*bag|food\s*wrapper|takeout\s*container)s?\b,greasy paper,"ing Office paper Waste refused in the “Paper and cardboard waste” category: Tetrapaks Burnt paper Wallpaper Silicone paper Dirty, soiled or greasy paper / cardboard Laminated paper / cardboard Baking paper Cellophane paper Carbon paper Wax paper Heat-resistant or thermal paper Metallized / a",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)",prohibited. branches with a maximum diameter 8 cm and a maximum length of 1.5 m can be presented for collection in the bundles tied together with a biodegradable
[20],France - National - ADEME / government advisory,Food-service ware / takeaway packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(cup|plate|bowl|tray|container|cutlery|fork|spoon|knife|straw|lid|stoviglie|posate|bicchieri|piatti|contenitori|kahvimuki|kertak[äa]ytt[öo]astia|vaisselle|gobelets?|assiettes?|couverts?|vasos?|platos?|cubiertos?)\w*\b.{0,140}\b(compostable|biodegradable|compostabil|biodegradabil|organic|umido|compost|biohajoava|kompostoituva)",couverts par la collecte sélective mais ayant accès à des points d'apports volontaires ou à un compost,"poubelle des biodéchets, ceci ne concernant que les bénéficiaires d’une collecte sélective des biodéchets. • Pour les Français n’étant pas couverts par la collecte sélective mais ayant accès à des points d’apports volontaires ou à un composteur domestique, il convient de ne pas y mettre d’emballages ou de produits en plastique, y compris compostable ou biodégradable. Pour autant",Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)",eil | https://www.ademe.fr/presse/communique-national/avis-de-lademe-les-limites-des-emballages-en-plast
[20],France - National - ADEME / government advisory,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,capsules de café,"de certains usages comme les sacs (fournis ou non par la collectivité) utilisés pour la collecte des déchets de cuisine et de table, ou les capsules de café. Limiter l’impact environnemental des emballages compostables en fin de vie : les recommandations de l’ADEME Pour limiter l’impact environn",Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)",eil | https://www.ademe.fr/presse/communique-national/avis-de-lademe-les-limites-des-emballages-en-plast
[20],France - National - ADEME / government advisory,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",compostable » ne garantit pas que cet emballage,"s et exigences inscrites dans les normes en vigueur, et non une aptitude à se biodégrader dans un milieu naturel. En effet, cette mention « compostable » ne garantit pas que cet emballage abandonné dans la nature parvienne à se biodégrader suffisamment vite dans l’environnement pour ne pas générer d’impacts sur les écosystème",Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)",eil | https://www.ademe.fr/presse/communique-national/avis-de-lademe-les-limites-des-emballages-en-plast
[21],France - Paris - Ville de Paris / municipal sorting rule,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,"\b(hormis|sauf|except[ée]?|exception).{0,100}sacs?\s+(?:compostables?|biod[ée]gradables?|en\s+papier).{0,120}(d[ée]chets?\s+alimentaires|biod[ée]chets?|mati[èe]res?\s+organiques?)",hormis les sacs compostables servant à jeter vos déchets alimentaires,"photo : Ville de Paris - DPE Attention, la litière pour chat , l es emballages même compostables et/ou biodégradables ne sont pas acceptés (hormis les sacs compostables servant à jeter vos déchets alimentaires) . Il en est de même pour les déchets de préparation liquide tels que les sauces ou les soupes . En effet, les quantités jetées peuvent nui",Collection liners only,hormis\s+les\s+sacs\s+compostables\s+servant\s+[àa]\s+jeter\s+vos\s+d[ée]chets\s+alimentaires,hormis les sacs compostables servant à jeter vos déchets alimentaires
[21],France - Paris - Ville de Paris / municipal sorting rule,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,sachets de thé,"c'est quoi ? Préparation de repas : épluchures de légumes, de fruits, coquilles d'œuf, découpes de viande et de poisson. Fin de repas : les sachets de thé, les filtres à café et les serviettes de table en papier. Restes de repas : tous les restes de légumes, de fruits, les salades, avec ou san",Collection liners only,hormis\s+les\s+sacs\s+compostables\s+servant\s+[àa]\s+jeter\s+vos\s+d[ée]chets\s+alimentaires,hormis les sacs compostables servant à jeter vos déchets alimentaires
