citation_id,source_label,indicator,assigned_category,matched_regex_or_rule,matched_text,evidence_excerpt,coding_basis
[9],Netherlands - National - Milieu Centraal / government-backed sorting guidance,Stated Organic-waste Treatment Route,Treatment route not stated,\b(brown\s*bin|green\s*cart|organic\s*waste\s*collection|food\s*waste\s*collection|food\s*scraps?\s*(?:bin|collection)|bio[- ]?waste\s*collection|biowaste\s*collection|FOGO|GFT|biotonne|bioabfall|contenedor\s+marr[oó]n|contentor\s+castanho|bac\s+brun|rifiut[io]\s+organic[io]|umido|maisto\s+atliek|bioj[äa]te|madaffald|matavfall|bioodpad|pojemnik\s+bio|kitchen\s*waste\s*collection)\b,gft,"in de Afvalscheidingswijzer! Vind de juiste bak Wat mag in welke afvalbak? Afvalscheiding is populair: veel mensen scheiden glas, papier en gft. Mogen kattenbakkorrels en lucifers in de gft-bak? En waarom mag kristalglas niet in de glasbak? We zetten het op een rij. Een vensterenvel",regex_include_exclude
[9],Netherlands - National - Milieu Centraal / government-backed sorting guidance,Acceptance,Rejected,"(ikke|inte|må\s+ikke|skal\s+ikke|ei|ei\s+saa|ei\s+kuulu).{0,180}(komposterbar\w*|bioposer|bioplast|plast|biohajoava\w*|kompostoituva\w*|muovipakkauk\w*|kertak[äa]ytt[öo]astia)","ein snoeiafval. maar niet: kattenbakvulling, bioplast","oont wat er wel en niet in een bepaalde afvalbak mag. In de groente-, fruit- en tuinafvalbak mag wel: etensrestjes, botjes, koffieprut en klein snoeiafval. Maar niet: kattenbakvulling, bioplastics, luiers en kaaskorsten. In de papierbak mag droog wel: kranten, enveloppen, kartonnen dozen en folders & tijdschriften. Maar niet: pizza",regex_include_exclude
[9],Netherlands - National - Milieu Centraal / government-backed sorting guidance,Certification and Approval Basis,No named standard/approval stated,,,,fallback_default
[9],Netherlands - National - Milieu Centraal / government-backed sorting guidance,Rejection Rationale,Reason not explicitly stated,,,,fallback_default
[10],Netherlands - HVC service area - HVC / waste-management company guidance,Source Authority,Waste operator or treatment-facility rule,,,Netherlands - HVC service area - HVC / waste-management company guidance | Schoon gft-afval = schoon compost | https://www.hvcgroep.nl/ons-verhaal/nieuws/gft-en-etensresten-hou-het-schoon,source_label_priority
[10],Netherlands - HVC service area - HVC / waste-management company guidance,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,composteerbaar,"an tijdschriften: ze zijn steeds vaker van bioplastic. Bioplastic wordt gemaakt van mais, suikerriet of aardappels. Enkele hebben het label composteerbaar, maar in de praktijk duurt het composteren van deze artikelen langer dan het proces in de composteerinstallaties: het blijft er dus als pla",regex_include_exclude
[10],Netherlands - HVC service area - HVC / waste-management company guidance,Acceptance,Collection liners only,"(?:uitzondering|speciaal\s+gft[- ]?zakje|gft[- ]?zakje|gfe\+?t[- ]?zakje|biozakje|composteerbaar\w*\s+zakje).{0,160}\b(?:mag\s+w[eé]l|mag|toegestaan|gebruiken|gebruik|in\s+(?:de\s+)?gft|in\s+(?:de\s+)?groene\s+container)\b",uitzondering: speciaal gft-zakje er is één handige uitzondering… misschien gebruik,"verpakkingen bij gft en etensresten, ook niet als ze zijn gemaakt van (composteerbare) bioplastics. Deze laatsten horen bij het restafval. Uitzondering: speciaal gft-zakje Er is één handige uitzondering… Misschien gebruik je in de keuken een biologisch afbreekbaar gft-zakje met Kiemplantlogo of OK Compostlogo om jouw etensresten mee in te zamelen? Zo'n zakje",regex_include_exclude_context_checked
[10],Netherlands - HVC service area - HVC / waste-management company guidance,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\bseedling\b|\bkeimling\b|\bkiemplant(?:logo)?\b,kiemplantlogo,"Uitzondering: speciaal gft-zakje Er is één handige uitzondering… Misschien gebruik je in de keuken een biologisch afbreekbaar gft-zakje met Kiemplantlogo of OK Compostlogo om jouw etensresten mee in te zamelen? Zo'n zakje mag wél, met inhoud en al, in de gft-bak. Deze zakjes zorgen er namelij",regex_include_exclude
[10],Netherlands - HVC service area - HVC / waste-management company guidance,Rejection Rationale,Slow degradation / residence-time mismatch,"(rottezeit|zersetzungszeit|nicht\s+sicher\s+vollst[äa]ndig\s+biologisch\s+abgebaut|langer\s+dan\s+het\s+proces|proces\s+te\s+kort|te\s+langzaam\s+af|breekt\s+te\s+langzaam|langzaam\s+afbre|biohajoava.{0,80}hidas|hitaan\s+maatumis|ikke\s+brytes\s+ned|brytes\s+ikke\s+ned|inte\s+bryts\s+ner|för\s+långsamt|nedbrytning|분해|퇴비화할|可降解塑料袋.{0,80}降解的速度比厨余垃圾慢)",langer dan het proces,"kt van mais, suikerriet of aardappels. Enkele hebben het label composteerbaar, maar in de praktijk duurt het composteren van deze artikelen langer dan het proces in de composteerinstallaties: het blijft er dus als plastic in zitten. En naast bioplastic is er ook nog gewoon plastic (gemaakt van aardol",regex_include_exclude
[11],Netherlands - Roosendaal / Saver service area - Saver NV / waste-company guidance,Source Authority,Waste operator or treatment-facility rule,,,Netherlands - Roosendaal / Saver service area - Saver NV / waste-company guidance | Hoe gebruik ik composteerbare zakjes? | Saver | https://saver.nl/nieuws-gebruik-composteerbare-zakjes,source_label_priority
[11],Netherlands - Roosendaal / Saver service area - Saver NV / waste-company guidance,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,composteerbaar,thuiscompostering gebruikt kunnen worden. Koop je zelf zakjes in de supermarkt dan adviseren wij om eerst goed de verpakking te lezen op de composteerbaarheid van de zakjes. Mag ik ook andere zakjes gebruiken? Natuurlijk mag je ook andere zakjes gebruiken. Als je deze zakjes met je GFT+E-afval,regex_include_exclude
[11],Netherlands - Roosendaal / Saver service area - Saver NV / waste-company guidance,Acceptance,Collection liners only,"(bioj[äa]te|matavfall|food\s*waste|gft|gfe\+?t).{0,180}(compostable|composteerbare?\w*|biologisch\s+afbreekbare?\w*|biohajoava\w*|komposterbar\w*|paper|papieren?)\s+(bag|liner|pussi|zak|zakje|pose)s?","gft+e-afval in de groene container gooit, moeten dit wel composteerbare zak","posteerbaarheid van de zakjes. Mag ik ook andere zakjes gebruiken? Natuurlijk mag je ook andere zakjes gebruiken. Als je deze zakjes met je GFT+E-afval in de groene container gooit, moeten dit wel composteerbare zakjes zijn. Let er dus bij het kopen van de zakjes op dat dit logo op de verpakking staat. Geeft Saver naast de PBD- zakken ook composteerbare",regex_include_exclude_context_checked
[11],Netherlands - Roosendaal / Saver service area - Saver NV / waste-company guidance,Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,composteerbaarheid,thuiscompostering gebruikt kunnen worden. Koop je zelf zakjes in de supermarkt dan adviseren wij om eerst goed de verpakking te lezen op de composteerbaarheid van de zakjes. Mag ik ook andere zakjes gebruiken? Natuurlijk mag je ook andere zakjes gebruiken. Als je deze zakjes met je GFT+E-afval in,regex_include_exclude
[11],Netherlands - Roosendaal / Saver service area - Saver NV / waste-company guidance,Rejection Rationale,Reason not explicitly stated,,,,fallback_default
[12],Netherlands - National - VANG-HHA / Rijkswaterstaat-linked guidance / national government guidance,Source Authority,National rule or policy,,,Netherlands - National - VANG-HHA / Rijkswaterstaat-linked guidance / national government guidance | --- Page 1 --- | https://vang-hha.nl/publish/pages/195563/qena-wat-mag-wel-en-niet-in-de-afvalbak-120324.pdf,source_label_priority
[12],Netherlands - National - VANG-HHA / Rijkswaterstaat-linked guidance / national government guidance,Stated Organic-waste Treatment Route,AD/biogas + composting,"\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|r[öo]tning|digestate|biog[öo]dsel|biog[øo]dning)\b.{0,180}\b(compost|composting|kompost|compostaggio|compostaje|compostagem|kompostering|kompostointi|kompostiranje|κομποστοποίηση|堆肥|퇴비)",biogas. steentjes: voegen niets toe aan compost,"te voorkomen mag geen enkele bloempot in de gft-bak. Restafval. Mooie potten: weggeven via internet of kringloop Steen, steentjes, grind, zand, grond, klei Zand en grond: voegen niks toe aan com- post en leveren geen biogas. Steentjes: Voegen niets toe aan compost en leveren geen biogas. Het is een stoor- stof die eruit",regex_include_exclude
[12],Netherlands - National - VANG-HHA / Rijkswaterstaat-linked guidance / national government guidance,Acceptance,Rejected,"(niet\s+in\s+(de\s+)?gft|mag\s+niet\s+(in|bij)|niet\s+bij\s+(het\s+)?gft|gooi\s+nooit|hoort\s+niet\s+in|niet\s+toegestaan).{0,200}(bioplastic|composteerbaar\w*|biologisch\s+afbreekbaar\w*|verpakking\w*|plastic|wegwerpbestek|borden|bekers|zakjes?)",hoort niet in de gft-bak? wel/niet gft-afval | q&a: wat mag wel en niet in de gft-bak | juni 2020 --- page 6 --- afvalfractie toelichting speciale composteerbare gft-inzamelzakken qua composteerbare verpakkingen,"ken heeft compos- teerbare koffiecupjes: die mogen niet in de biobak, maar horen bij het restafval. Kauwgom Kauwgom bestaat grotendeels uit een onverteerbaar aardoliederivaat. Restafval. Keukenafval Wat hoort niet in de gft-bak? Wel/niet gft-afval | Q&A: Wat mag wel en niet in de gft-bak | Juni 2020 --- Page 4 --- Afvalfractie Toelichting Bloemen en planten Inclusief aan planten aanhangende potgrond (kleine hoeveelhe- den). Klein/fijn snoeiafval, loof, gemaaid gras en bladeren Tuin",regex_include_exclude
[12],Netherlands - National - VANG-HHA / Rijkswaterstaat-linked guidance / national government guidance,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\bok\s*compost(?!\s*home)\b,ok compost,"lk- pak met schroefdop) en bij het restafval te doen. Olie blijft namelijk overal aan vastplakken en vervuilt de biobak. Kaaskorst Een kaaskorst bevat vaak plastic. Restafval . Koffiecups, ook composteerbare Koffiecups zijn doorgaans van aluminium of plastic gemaakt. Het verschil tusse",regex_include_exclude
[12],Netherlands - National - VANG-HHA / Rijkswaterstaat-linked guidance / national government guidance,Rejection Rationale,Compost/digestate quality or contamination concern,\b(compost\s+quality|digestate\s+quality|microplastic|microplastics|contamination|contaminant|foreign\s+matter|residue|pollutant|clean\s+compost|soil|agricultural\s+use|quality\s+standard|fertiliser|fertilizer|impurity|physical\s+contamination|quality\s+control|nutrient|nutritional\s+value|soil\s+amendment)\b,microplastics,"afvalstoffen, bevat schadelijke stoffen als dioxines; • Ook onvolledig verbrand hout bevat dioxines. Restafval. Haren, nagels en pluizen (uit de wasdroger of van textiel) Haar verteert uiteindelijk wel, maar niet snel genoeg voor de composteringsin- stallaties waar ons gft-afval naarto",regex_include_exclude
[13],Netherlands - Maashorst - Gemeente Maashorst / municipal sorting rule,Source Authority,Municipal sorting rule,,,Netherlands - Maashorst - Gemeente Maashorst / municipal sorting rule | Voorlezen | https://www.gemeentemaashorst.nl/inwoners/afval/tips/wat-mag-niet-in-de-gfte-container/,source_label_priority
[13],Netherlands - Maashorst - Gemeente Maashorst / municipal sorting rule,Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,composteerbaar,"t je per ongeluk jarenlang iets bij je GFT+E hebt gegooid, terwijl dat niet mocht? Composteerbare producten Je zou denken dat spullen zoals composteerbaar wegwerpbestek of biologisch afbreekbare verpakkingen juist wél in de GFT+E-container mogen. Maar dat is niet zo. Composteerbaar plastic hoo",regex_include_exclude
[13],Netherlands - Maashorst - Gemeente Maashorst / municipal sorting rule,Acceptance,Rejected,"(niet\s+in\s+(de\s+)?gft|mag\s+niet\s+(in|bij)|niet\s+bij\s+(het\s+)?gft|gooi\s+nooit|hoort\s+niet\s+in|niet\s+toegestaan).{0,200}(bioplastic|composteerbaar\w*|biologisch\s+afbreekbaar\w*|verpakking\w*|plastic|wegwerpbestek|borden|bekers|zakjes?)",niet in de gft+e-bak én ook niet bij het plastic,"n je keukenafval. Let op: Staat er op een verpakking ""composteerbaar"" of ""biologisch afbreekbaar"", maar zie je geen keurmerk? Dan hoort het niet in de GFT+E-bak én ook niet bij het plastic (PBD). Gooi het dan bij het restafval. Kattenbakkorrels Kattenbakkorrels – ook wel kattengrit of kattengrind genoemd – horen niet thuis in",regex_include_exclude
[13],Netherlands - Maashorst - Gemeente Maashorst / municipal sorting rule,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\bseedling\b|\bkeimling\b|\bkiemplant(?:logo)?\b,kiemplantlogo,"stoffen in. Daarom moeten deze producten gewoon bij het restafval. Wat mag dan wél? Alleen gft-zakjes met een speciaal keurmerk, zoals het Kiemplantlogo of OK compostlogo, mogen in de GFT+E-container. Die zakjes zijn speciaal gemaakt om goed mee te composteren, bevatten geen schadelijke stof",regex_include_exclude
[13],Netherlands - Maashorst - Gemeente Maashorst / municipal sorting rule,Rejection Rationale,Slow degradation / residence-time mismatch,"(rottezeit|zersetzungszeit|nicht\s+sicher\s+vollst[äa]ndig\s+biologisch\s+abgebaut|langer\s+dan\s+het\s+proces|proces\s+te\s+kort|te\s+langzaam\s+af|breekt\s+te\s+langzaam|langzaam\s+afbre|biohajoava.{0,80}hidas|hitaan\s+maatumis|ikke\s+brytes\s+ned|brytes\s+ikke\s+ned|inte\s+bryts\s+ner|för\s+långsamt|nedbrytning|분해|퇴비화할|可降解塑料袋.{0,80}降解的速度比厨余垃圾慢)",breekt te langzaam,kbare verpakkingen juist wél in de GFT+E-container mogen. Maar dat is niet zo. Composteerbaar plastic hoort níet in de GFT+E-container. Het breekt te langzaam afbreekt en er zitten nog schadelijke stoffen in. Daarom moeten deze producten gewoon bij het restafval. Wat mag dan wél? Alleen gft-zakjes,regex_include_exclude
[14],Netherlands - Hoeksche Waard / BAR area - RAD / waste-company guidance,Source Authority,Waste operator or treatment-facility rule,,,Netherlands - Hoeksche Waard / BAR area - RAD / waste-company guidance | Gft | https://www.radbv.nl/gft/,source_label_priority
[14],Netherlands - Hoeksche Waard / BAR area - RAD / waste-company guidance,Stated Organic-waste Treatment Route,AD/biogas + composting,"\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|r[öo]tning|digestate|biog[öo]dsel|biog[øo]dning)\b.{0,180}\b(compost|composting|kompost|compostaggio|compostaje|compostagem|kompostering|kompostointi|kompostiranje|κομποστοποίηση|堆肥|퇴비)","biogas gemaakt! dus gooi je schillen, etensresten en klein snoeiafval in de groene bak. wist je dat twee derde van het gft meteen tot compost","s groente-, fruit- en tuinafval (gft). Door dit afval goed te scheiden, kunnen we er iets moois mee doen. Van gft wordt namelijk compost én biogas gemaakt! Dus gooi je schillen, etensresten en klein snoeiafval in de groene bak. Wist je dat twee derde van het gft meteen tot compost wordt verwerkt? Bijna een derde wordt vergist, en dat levert naast compost ook biogas op. Compost is hartstikke nuttig: boeren, tuinbouwers",regex_include_exclude
[14],Netherlands - Hoeksche Waard / BAR area - RAD / waste-company guidance,Acceptance,Rejected,"(niet\s+in\s+(de\s+)?gft|mag\s+niet\s+(in|bij)|niet\s+bij\s+(het\s+)?gft|gooi\s+nooit|hoort\s+niet\s+in|niet\s+toegestaan).{0,200}(bioplastic|composteerbaar\w*|biologisch\s+afbreekbaar\w*|verpakking\w*|plastic|wegwerpbestek|borden|bekers|zakjes?)","niet bij gft keukenafval frituurvet en olie kaaskorsten kauwgom koffiecups, ook composteerbare verpakkingen","elzakken met kiemplant-logo Papier gebruikt om bijv. etensresten op te vegen, zoals keukenpapier, servetten, wc-papier, papieren zakdoekjes Niet bij gft Keukenafval Frituurvet en olie Kaaskorsten Kauwgom Koffiecups, ook composteerbare Verpakkingen van wat voor materiaal dan ook Fijn tuinafval Bestrijdingsmiddelen Timmerhout, balken Hydrokorrels Kunstmest Puin Zand, grond, grind Wortel",regex_include_exclude
[14],Netherlands - Hoeksche Waard / BAR area - RAD / waste-company guidance,Certification and Approval Basis,EN 13432 / OK compost / Seedling,\bok\s*compost(?!\s*home)\b,ok compost,"zoals keukenpapier, servetten, wc-papier, papieren zakdoekjes Niet bij gft Keukenafval Frituurvet en olie Kaaskorsten Kauwgom Koffiecups, ook composteerbare Verpakkingen van wat voor materiaal dan ook Fijn tuinafval Bestrijdingsmiddelen Timmerhout, balken Hydrokorrels Kunstmest Puin Zand,",regex_include_exclude
